3.850000000000000089e+00,3.419999999999999929e+00,3.060000000000000053e+00,2.660000000000000142e+00,2.240000000000000213e+00,1.850000000000000089e+00,1.459999999999999964e+00,1.060000000000000053e+00,6.540000000000000258e-01,2.730000000000000204e-01
3.810000000000000053e+00,3.419999999999999929e+00,3.069999999999999840e+00,2.649999999999999911e+00,2.250000000000000000e+00,1.860000000000000098e+00,1.459999999999999964e+00,1.072999999999999954e+00,6.420000000000000151e-01,2.500000000000000000e-01
3.830000000000000071e+00,3.470000000000000195e+00,3.109999999999999876e+00,2.669999999999999929e+00,2.259999999999999787e+00,1.830000000000000071e+00,1.449999999999999956e+00,1.052000000000000046e+00,6.320000000000000062e-01,2.449999999999999956e-01
3.839999999999999858e+00,3.479999999999999982e+00,3.120000000000000107e+00,2.680000000000000160e+00,2.240000000000000213e+00,1.840000000000000080e+00,1.439999999999999947e+00,1.040000000000000036e+00,6.320000000000000062e-01,2.520000000000000018e-01
3.859999999999999876e+00,3.500000000000000000e+00,3.120000000000000107e+00,2.700000000000000178e+00,2.240000000000000213e+00,1.840000000000000080e+00,1.419999999999999929e+00,1.034000000000000030e+00,6.450000000000000178e-01,2.459999999999999964e-01
3.950000000000000178e+00,3.490000000000000213e+00,3.060000000000000053e+00,2.649999999999999911e+00,2.250000000000000000e+00,1.840000000000000080e+00,1.419999999999999929e+00,1.026000000000000023e+00,6.089999999999999858e-01,2.530000000000000027e-01
3.910000000000000142e+00,3.500000000000000000e+00,3.089999999999999858e+00,2.689999999999999947e+00,2.259999999999999787e+00,1.830000000000000071e+00,1.409999999999999920e+00,1.012999999999999901e+00,6.119999999999999885e-01,2.560000000000000053e-01
3.959999999999999964e+00,3.479999999999999982e+00,3.080000000000000071e+00,2.649999999999999911e+00,2.250000000000000000e+00,1.830000000000000071e+00,1.409999999999999920e+00,1.008999999999999897e+00,6.009999999999999787e-01,2.349999999999999867e-01
3.939999999999999947e+00,3.490000000000000213e+00,3.100000000000000089e+00,2.640000000000000124e+00,2.250000000000000000e+00,1.820000000000000062e+00,1.419999999999999929e+00,1.008999999999999897e+00,5.999999999999999778e-01,2.429999999999999938e-01
3.890000000000000124e+00,3.500000000000000000e+00,3.069999999999999840e+00,2.680000000000000160e+00,2.229999999999999982e+00,1.810000000000000053e+00,1.419999999999999929e+00,1.004000000000000004e+00,6.179999999999999938e-01,2.399999999999999911e-01
3.830000000000000071e+00,3.479999999999999982e+00,3.080000000000000071e+00,2.629999999999999893e+00,2.240000000000000213e+00,1.820000000000000062e+00,1.419999999999999929e+00,1.002000000000000002e+00,6.129999999999999893e-01,2.939999999999999836e-01
