3.799999999999999822e+00,3.399999999999999911e+00,3.009999999999999787e+00,2.620000000000000107e+00,2.220000000000000195e+00,1.840000000000000080e+00,1.459999999999999964e+00,1.062999999999999945e+00,6.520000000000000240e-01,2.730000000000000204e-01
3.799999999999999822e+00,3.410000000000000142e+00,3.020000000000000018e+00,2.609999999999999876e+00,2.220000000000000195e+00,1.820000000000000062e+00,1.449999999999999956e+00,1.054999999999999938e+00,6.670000000000000373e-01,2.560000000000000053e-01
3.859999999999999876e+00,3.410000000000000142e+00,3.009999999999999787e+00,2.600000000000000089e+00,2.209999999999999964e+00,1.830000000000000071e+00,1.439999999999999947e+00,1.072000000000000064e+00,6.530000000000000249e-01,2.700000000000000178e-01
3.819999999999999840e+00,3.390000000000000124e+00,2.979999999999999982e+00,2.580000000000000071e+00,2.220000000000000195e+00,1.840000000000000080e+00,1.469999999999999973e+00,1.080999999999999961e+00,6.660000000000000364e-01,2.640000000000000124e-01
3.830000000000000071e+00,3.379999999999999893e+00,2.950000000000000178e+00,2.509999999999999787e+00,2.020000000000000018e+00,2.009999999999999787e+00,1.520000000000000018e+00,1.094999999999999973e+00,6.740000000000000435e-01,2.700000000000000178e-01
3.830000000000000071e+00,3.379999999999999893e+00,2.959999999999999964e+00,2.520000000000000018e+00,2.020000000000000018e+00,2.009999999999999787e+00,1.550000000000000044e+00,1.114999999999999991e+00,6.790000000000000480e-01,2.740000000000000213e-01
3.839999999999999858e+00,3.410000000000000142e+00,2.979999999999999982e+00,2.540000000000000036e+00,2.020000000000000018e+00,2.009999999999999787e+00,1.530000000000000027e+00,1.084000000000000075e+00,6.660000000000000364e-01,2.770000000000000240e-01
3.870000000000000107e+00,3.419999999999999929e+00,3.000000000000000000e+00,2.600000000000000089e+00,2.209999999999999964e+00,1.820000000000000062e+00,1.459999999999999964e+00,1.048000000000000043e+00,6.400000000000000133e-01,2.640000000000000124e-01
3.879999999999999893e+00,3.430000000000000160e+00,3.009999999999999787e+00,2.609999999999999876e+00,2.209999999999999964e+00,1.820000000000000062e+00,1.429999999999999938e+00,1.034000000000000030e+00,6.229999999999999982e-01,2.660000000000000142e-01
3.850000000000000089e+00,3.419999999999999929e+00,3.009999999999999787e+00,2.620000000000000107e+00,2.220000000000000195e+00,1.810000000000000053e+00,1.399999999999999911e+00,1.028000000000000025e+00,6.039999999999999813e-01,2.530000000000000027e-01
3.839999999999999858e+00,3.379999999999999893e+00,3.020000000000000018e+00,2.609999999999999876e+00,2.220000000000000195e+00,1.830000000000000071e+00,1.409999999999999920e+00,1.026000000000000023e+00,6.139999999999999902e-01,2.520000000000000018e-01
