3.779999999999999805e+00,3.399999999999999911e+00,3.040000000000000036e+00,2.709999999999999964e+00,2.439999999999999947e+00,2.220000000000000195e+00,1.790000000000000036e+00,1.439999999999999947e+00,8.739999999999999991e-01,3.400000000000000244e-01
3.779999999999999805e+00,3.379999999999999893e+00,3.009999999999999787e+00,2.700000000000000178e+00,2.399999999999999911e+00,2.220000000000000195e+00,1.709999999999999964e+00,1.322999999999999954e+00,8.439999999999999725e-01,3.270000000000000129e-01
3.750000000000000000e+00,3.310000000000000053e+00,2.919999999999999929e+00,2.580000000000000071e+00,2.299999999999999822e+00,1.810000000000000053e+00,1.550000000000000044e+00,1.171999999999999931e+00,7.449999999999999956e-01,3.019999999999999907e-01
3.709999999999999964e+00,3.209999999999999964e+00,2.779999999999999805e+00,2.390000000000000124e+00,1.879999999999999893e+00,1.659999999999999920e+00,1.370000000000000107e+00,1.044999999999999929e+00,6.320000000000000062e-01,2.530000000000000027e-01
3.660000000000000142e+00,3.120000000000000107e+00,2.580000000000000071e+00,1.919999999999999929e+00,1.790000000000000036e+00,1.570000000000000062e+00,1.280000000000000027e+00,9.599999999999999645e-01,5.999999999999999778e-01,2.630000000000000115e-01
3.649999999999999911e+00,2.970000000000000195e+00,1.979999999999999982e+00,1.909999999999999920e+00,1.760000000000000009e+00,1.530000000000000027e+00,1.260000000000000009e+00,9.280000000000000471e-01,5.879999999999999671e-01,2.459999999999999964e-01
3.700000000000000178e+00,3.069999999999999840e+00,2.509999999999999787e+00,1.929999999999999938e+00,1.790000000000000036e+00,1.540000000000000036e+00,1.280000000000000027e+00,9.449999999999999512e-01,5.779999999999999583e-01,2.359999999999999876e-01
3.759999999999999787e+00,3.220000000000000195e+00,2.790000000000000036e+00,2.419999999999999929e+00,1.860000000000000098e+00,1.620000000000000107e+00,1.350000000000000089e+00,9.889999999999999902e-01,6.149999999999999911e-01,2.650000000000000133e-01
3.770000000000000018e+00,3.330000000000000071e+00,2.930000000000000160e+00,2.569999999999999840e+00,2.290000000000000036e+00,1.780000000000000027e+00,1.469999999999999973e+00,1.090000000000000080e+00,6.600000000000000311e-01,2.819999999999999729e-01
3.810000000000000053e+00,3.410000000000000142e+00,3.009999999999999787e+00,2.680000000000000160e+00,2.379999999999999893e+00,2.189999999999999947e+00,1.669999999999999929e+00,1.227000000000000091e+00,7.119999999999999662e-01,2.899999999999999800e-01
3.750000000000000000e+00,3.399999999999999911e+00,3.020000000000000018e+00,2.729999999999999982e+00,2.439999999999999947e+00,2.229999999999999982e+00,2.080000000000000071e+00,1.443999999999999950e+00,7.920000000000000373e-01,2.700000000000000178e-01
